870.5448608,40316
933.9632568,35351
1374.0704346,24015
1712.3288574,20321
1964.4095459,15421
2181.7248535,14234
2382.2868652,13255
2518.5185547,12561
2658.7424316,12215
2842.8090820,11501
2968.9138184,11230
3086.4196777,11013
3200.3012695,10513
3252.9660645,10422
3322.9086914,10313
3458.0961914,10111
3531.3669434,10006
3609.3415527,6603
3682.8420410,6505
3697.2597656,6463
3736.2634277,6430
3847.8947754,6304
3897.2944336,6234
3947.9794922,6164
4001.8830566,6123
3992.4851074,6131
4009.4340820,6116
4108.2646484,6014
4136.2529297,5664
4178.9575195,5634
4220.4565430,5605
4195.4594727,5623
4197.5307617,5622
4292.9296875,5526
4310.3452148,5515
4341.1645508,5465
4370.1796875,5446
4336.7348633,5500
4327.9023438,5504
4417.8793945,5416
4427.0834961,5412
4452.5932617,5365
4478.3984375,5351
4436.3256836,5405
4424.7783203,5413
4509.2841797,5332
4514.0732422,5330
4535.7524414,5315
4555.1982422,5304
4509.2841797,5332
4492.6005859,5342
4572.3510742,5264
4574.8120117,5263
4594.5942383,5252
4609.5444336,5243
4562.5336914,5301
4543.0249023,5312
4622.0771484,5235
4622.0771484,5235
4637.2070313,5226
4654.9838867,5216
4604.5502930,5245
4582.2104492,5260
4660.0874023,5214
4652.4355469,5220
4670.3300781,5210
4685.7773438,5201
4629.6293945,5232
4607.0458984,5244
4683.1953125,5202
4678.0405273,5204
4690.9492188,5166
4703.9291992,5161
4652.4355469,5220
4622.0771484,5235
4703.9291992,5161
4693.5390625,5165
4706.5336914,5160
4719.6000977,5152
4667.7651367,5211
4637.2070313,5226
4716.9814453,5153
4706.5336914,5160
4722.2221680,5151
4730.1059570,5145
4678.0405273,5204
4649.8906250,5221
4727.4750977,5146
4719.6000977,5152
4730.1059570,5145
4740.6582031,5141
4688.3618164,5200
4657.5341797,5215
4735.3759766,5143
4727.4750977,5146
4738.0156250,5142
4748.6030273,5135
4693.5390625,5165
4665.2031250,5212
4743.3037109,5140
4730.1059570,5145
4745.9516602,5136
4751.2578125,5134
4698.7285156,5163
4667.7651367,5211
4745.9516602,5136
4735.3759766,5143
4748.6030273,5135
4756.5751953,5132
4701.3276367,5162
4672.8974609,5206
4751.2578125,5134
4738.0156250,5142
4748.6030273,5135
4761.9047852,5130
4703.9291992,5161
4672.8974609,5206
4748.6030273,5135
4740.6582031,5141
4751.2578125,5134
4761.9047852,5130
4706.5336914,5160
4675.4672852,5205
4753.9150391,5133
4740.6582031,5141
4753.9150391,5133
4761.9047852,5130
4706.5336914,5160
4675.4672852,5205
4753.9150391,5133
4740.6582031,5141
4753.9150391,5133
4761.9047852,5130
4709.1411133,5156
4678.0405273,5204
4753.9150391,5133
4743.3037109,5140
4753.9150391,5133
4764.5737305,5126
4706.5336914,5160
4678.0405273,5204
4751.2578125,5134
4743.3037109,5140
4756.5751953,5132
4767.2460938,5125
4709.1411133,5156
4678.0405273,5204
4753.9150391,5133
4743.3037109,5140
4756.5751953,5132
4764.5737305,5126
4709.1411133,5156
4680.6171875,5203
4756.5751953,5132
4745.9516602,5136
4759.2382813,5131
4767.2460938,5125
4711.7519531,5155
4680.6171875,5203
4753.9150391,5133
4743.3037109,5140
4756.5751953,5132
4761.9047852,5130
4709.1411133,5156
4678.0405273,5204
4753.9150391,5133
4743.3037109,5140
4756.5751953,5132
4764.5737305,5126
4709.1411133,5156
4678.0405273,5204
4753.9150391,5133
4740.6582031,5141
4756.5751953,5132
4761.9047852,5130
4709.1411133,5156
4675.4672852,5205
4756.5751953,5132
4743.3037109,5140
4753.9150391,5133
4761.9047852,5130
4709.1411133,5156
4675.4672852,5205
4753.9150391,5133
4740.6582031,5141
4753.9150391,5133
4761.9047852,5130
4706.5336914,5160
4675.4672852,5205
4756.5751953,5132
4743.3037109,5140
4753.9150391,5133
4764.5737305,5126
4706.5336914,5160
4678.0405273,5204
4756.5751953,5132
4743.3037109,5140
4753.9150391,5133
4761.9047852,5130
4706.5336914,5160
4675.4672852,5205
4751.2578125,5134
4740.6582031,5141
4751.2578125,5134
4761.9047852,5130
4703.9291992,5161
4675.4672852,5205
4751.2578125,5134
